Name	Num_Transcripts
RPL17	24
LINC02837	1
LIPG	7
ENSG00000267674	1
ACAA2	7
ENSG00000266997	1
SNHG22	27
MYO5B	7
ENSG00000267196	1
CFAP53	1
ENSG00000277310	1
MBD1	27
CXXC1	18
ENSG00000267695	1
SKA1	5
MAPK4	6
ENSG00000287381	1
MRO	10
ME2	19
ELAC1	4
ENSG00000267699	2
SMAD4	24
MEX3C	3
LINC01630	22
ENSG00000286283	1
ENSG00000285695	1
ENSG00000266335	1
DCC	18
LINC01917	8
LINC01919	11
MBD2	5
ENSG00000277324	1
POLI	16
STARD6	6
C18orf54	7
DYNAP	3
RAB27B	4
ENSG00000267311	1
ENSG00000267112	1
CCDC68	6
LINC01929	3
TCF4	93
TCF4-AS1	1
TCF4-AS2	1
ENSG00000267284	4
LINC01415	7
ENSG00000267172	1
ENSG00000287944	1
LINC01416	3
ENSG00000267327	3
ENSG00000206129	3
ENSG00000287248	1
LINC01905	46
ENSG00000267399	1
LINC01539	37
ENSG00000267732	5
TXNL1	11
WDR7	12
ENSG00000267146	1
WDR7-OT1	1
ENSG00000286777	1
LINC-ROR	8
ENSG00000267789	1
BOD1L2	1
LINC02565	1
ST8SIA3	3
ENSG00000277837	1
ONECUT2	2
FECH	13
ENSG00000278703	1
NARS1	12
ENSG00000267040	4
ENSG00000267787	5
ATP8B1	8
LINC01897	3
NEDD4L	62
ENSG00000267743	2
ENSG00000267504	1
ENSG00000267396	1
ENSG00000267675	1
MIR122HG	10
ENSG00000276403	1
ALPK2	6
ENSG00000274354	1
ENSG00000267257	1
ENSG00000267579	1
ENSG00000275418	1
MALT1-AS1	1
MALT1	11
ENSG00000267476	2
ENSG00000267705	1
ENSG00000267501	1
LINC01926	2
ZNF532	26
ENSG00000267215	12
SEC11C	8
GRP	5
RAX	4
CPLX4	2
LMAN1	5
ENSG00000267677	1
CCBE1	7
ENSG00000267000	1
ENSG00000267061	1
ENSG00000267269	1
ENSG00000267774	1
ENSG00000273664	1
PMAIP1	3
ENSG00000267462	1
ENSG00000267686	2
ENSG00000267401	2
ENSG00000285681	3
MC4R	1
ENSG00000267098	2
CDH20	4
ENSG00000288800	1
ENSG00000267316	2
ENSG00000267279	4
ENSG00000267175	3
ENSG00000267038	1
LINC01544	2
RNF152	5
PIGN	51
RELCH	13
ENSG00000266900	1
ENSG00000267560	1
TNFRSF11A	7
ENSG00000267341	1
ZCCHC2	11
ENSG00000278017	1
PHLPP1	7
BCL2	9
ENSG00000267766	1
ENSG00000283125	1
KDSR	13
KDSR-DT	1
VPS4B	7
SERPINB5	6
ENSG00000269989	1
SERPINB12	3
SERPINB13	6
SERPINB4	4
SERPINB11	9
SERPINB3	2
SERPINB7	7
SERPINB2	6
SERPINB10	4
HMSD	4
ENSG00000283667	1
SERPINB8	9
LINC01924	7
LINC00305	16
LINC01538	2
ENSG00000286800	1
ENSG00000263863	1
ENSG00000264131	1
LINC01916	1
ENSG00000265217	2
CDH7	4
ENSG00000263720	1
ENSG00000263622	1
CDH19	5
ENSG00000260578	1
DSEL	1
ENSG00000263424	2
DSEL-AS1	1
ENSG00000263594	3
LINC01903	1
ENSG00000264634	1
ENSG00000264869	1
ENSG00000287907	1
LINC01912	2
ENSG00000265425	1
TMX3	14
CCDC102B	11
ENSG00000276092	1
ENSG00000263637	1
ENSG00000264472	2
ENSG00000273584	1
ENSG00000264705	1
ENSG00000285748	2
ENSG00000278532	1
DOK6	5
ENSG00000265643	1
ENSG00000266840	1
CD226	8
RTTN	25
ENSG00000287646	2
SOCS6	3
LINC01909	2
LIVAR	1
LINC01910	1
ENSG00000288828	1
ENSG00000286642	3
GTSCR1	1
ENSG00000265781	1
ENSG00000287693	1
ENSG00000265484	1
LINC01541	2
LINC01899	3
ENSG00000260457	1
ENSG00000265995	1
CBLN2	9
NETO1	7
ENSG00000265579	1
NETO1-DT	4
LINC02864	10
LINC02582	8
ENSG00000289131	1
ENSG00000265380	1
ENSG00000263655	1
ENSG00000287314	1
FBXO15	14
TIMM21	6
ENSG00000260569	2
CYB5A	7
ENSG00000286529	1
C18orf63	1
LINC01922	2
DIPK1C	2
ENSG00000287689	1
CNDP2	29
ENSG00000276934	1
CNDP1	7
ENSG00000264340	1
ZNF407-AS1	10
ZNF407	8
ENSG00000278607	7
ENSG00000273669	1
ENSG00000278911	1
ENSG00000285915	1
ZADH2	4
TSHZ1	5
ENSG00000276993	1
ENSG00000264116	4
SMIM21	3
ENSG00000266774	1
ENSG00000287281	1
ENSG00000286603	1
ENSG00000287295	1
ENSG00000287993	1
LINC01898	3
ENSG00000266460	1
ENSG00000264108	1
ENSG00000263547	4
ENSG00000266743	1
LINC01893	5
ENSG00000264595	1
ENSG00000266014	4
ENSG00000265717	1
ENSG00000264212	1
ENSG00000266614	1
ZNF516	5
ENSG00000263982	1
ZNF516-AS1	3
ZNF516-DT	1
LINC00683	31
ENSG00000286090	1
LINC01927	5
LINC01879	3
ZNF236-DT	1
ENSG00000278107	1
ZNF236	8
ENSG00000266844	6
MBP	49
ENSG00000287680	1
ENSG00000275178	1
ENSG00000278330	2
ENSG00000265844	1
GALR1	2
ENSG00000264015	1
ENSG00000264693	1
ENSG00000286727	1
LINC01029	15
ENSG00000264334	1
ENSG00000266213	1
ENSG00000265644	1
ENSG00000265378	1
ENSG00000266273	1
ENSG00000266586	1
ENSG00000265101	1
ENSG00000287758	1
LINC01896	4
SALL3	5
ATP9B	25
ENSG00000267655	1
ENSG00000286245	1
ENSG00000267628	1
ENSG00000267015	1
NFATC1	18
ENSG00000286186	1
ENSG00000275186	1
ENSG00000286296	1
ENSG00000267287	2
ENSG00000267409	1
ENSG00000178412	1
ENSG00000274828	1
CTDP1	8
ENSG00000266901	1
ENSG00000266924	1
ENSG00000267780	1
KCNG2	2
ENSG00000278075	1
SLC66A2	14
ENSG00000287879	1
HSBP1L1	5
TXNL4A	12
ENSG00000267127	5
RBFA	5
RBFADN	4
ADNP2	5
PARD6G-AS1	15
PARD6G	3
ENSG00000278000	1
ENSG00000267251	2
ENSG00000282807	1
FAM138F	2
OR4F17	4
ENSG00000282535	1
LINC01002	39
ENSG00000282393	1
PLPP2	8
ENSG00000267124	1
MIER2	7
THEG	4
ENSG00000286667	1
ENSG00000267443	1
C2CD4C	1
SHC2	6
ODF3L2	3
MADCAM1	5
MADCAM1-AS1	1
TPGS1	2
CDC34	7
GZMM	2
BSG-AS1	6
BSG	21
HCN2	1
POLRMT	8
ENSG00000261204	1
FGF22	3
RNF126	7
ENSG00000267666	1
FSTL3	7
PRSS57	2
PALM	11
MISP	2
ENSG00000272473	1
LINC01836	7
PTBP1	24
PLPPR3	4
AZU1	2
PRTN3	2
ELANE	2
CFD	7
MED16	11
R3HDM4	8
KISS1R	3
ARID3A	7
ENSG00000267159	1
ENSG00000275162	1
WDR18	11
ENSG00000266990	1
GRIN3B	2
TMEM259	12
ENSG00000274177	1
CNN2	12
ABCA7	18
ARHGAP45	16
POLR2E	14
GPX4	11
SBNO2	10
STK11	9
CBARP	7
CBARP-DT	1
ATP5F1D	9
ENSG00000288704	1
MIDN	5
CIRBP	46
CIRBP-AS1	1
FAM174C	5
EFNA2	1
ENSG00000267372	1
PWWP3A	17
ENSG00000267755	2
NDUFS7	18
ENSG00000280486	1
ENSG00000248015	4
GAMT	5
DAZAP1	11
RPS15	13
ENSG00000268798	1
APC2	8
ENSG00000267317	1
C19orf25	14
PCSK4	13
REEP6	4
ADAMTSL5	11
PLK5	10
ENSG00000267092	1
MEX3D	2
MBD3	11
ENSG00000267059	1
UQCR11	5
TCF3	21
ENSG00000267073	2
ONECUT3	1
ATP8B3	8
REXO1	8
ENSG00000267007	1
ENSG00000267244	4
ENSG00000267125	1
KLF16	4
ENSG00000267141	1
ENSG00000261526	1
ENSG00000267232	1
ABHD17A	8
SCAMP4	13
ADAT3	2
CSNK1G2	11
CSNK1G2-AS1	2
BTBD2	11
ENSG00000267283	2
MKNK2	12
MOB3A	9
IZUMO4	13
AP3D1	14
DOT1L	9
ENSG00000267122	1
PLEKHJ1	13
SF3A2	7
AMH	3
JSRP1	3
OAZ1	11
ENSG00000273734	1
PEAK3	1
LINGO3	1
ENSG00000288156	1
ENSG00000286880	1
LSM7	7
SPPL2B	14
TMPRSS9	6
TIMM13	2
LMNB2	6
LINC01775	1
GADD45B	7
GNG7	2
ENSG00000267412	1
ENSG00000267214	1
ENSG00000267749	1
ENSG00000276097	1
DIRAS1	3
ENSG00000267001	1
ENSG00000286460	1
ENSG00000261342	1
SLC39A3	6
SGTA	18
THOP1	14
ZNF554	4
ZNF555	3
ENSG00000267063	1
ENSG00000287766	1
ZNF556	3
ZNF57	4
ENSG00000253392	3
ZNF77	2
ENSG00000288906	1
TLE6	10
TLE2	22
ENSG00000267469	1
TLE5	12
GNA11	7
ENSG00000267139	1
ENSG00000267688	1
GNA15	3
GNA15-DT	1
S1PR4	2
ENSG00000289471	1
NCLN	8
CELF5	8
ENSG00000267448	3
NFIC	11
SMIM24	4
SMIM44	1
DOHH	4
FZR1	9
MFSD12	14
C19orf71	2
ENSG00000267436	1
ENSG00000267231	1
HMG20B	16
GIPC3	2
TBXA2R	4
CACTIN-AS1	1
CACTIN	10
PIP5K1C	10
ENSG00000267304	1
TJP3	9
APBA3	8
ENSG00000267205	1
ENSG00000267138	1
MRPL54	2
RAX2	2
MATK	15
ZFR2	10
ATCAY	6
ENSG00000289254	1
NMRK2	5
DAPK3	7
EEF2	7
PIAS4	6
ZBTB7A	2
ENSG00000268670	1
MAP2K2	15
CREB3L3	5
SIRT6	15
ANKRD24	6
EBI3	2
YJU2	2
SHD	5
TMIGD2	4
FSD1	10
STAP2	10
ENSG00000269425	1
MPND	8
ENSG00000269807	1
ENSG00000269318	1
SH3GL1	6
ENSG00000267980	1
CHAF1A	7
ENSG00000267255	1
UBXN6	10
ENSG00000267030	1
ENSG00000267769	1
ENSG00000267011	3
HDGFL2	10
PLIN4	2
PLIN5	6
ENSG00000267385	1
LRG1	2
SEMA6B	5
TNFAIP8L1	3
MYDGF	4
ENSG00000268565	1
DPP9	26
DPP9-AS1	1
ENSG00000287884	1
MIR7-3HG	52
ENSG00000268536	1
FEM1A	1
ENSG00000269604	2
TICAM1	1
ENSG00000267484	1
PLIN3	7
ARRDC5	2
UHRF1	8
KDM4B	12
PTPRS	9
ENSG00000267550	1
ENSG00000274447	1
ZNRF4	1
TINCR	5
SAFB2	11
SAFB	14
RPL36	8
MICOS13	6
HSD11B1L	23
LONP1	15
CATSPERD	3
PRR22	2
ENSG00000267157	1
DUS3L	15
NRTN	1
ENSG00000289543	1
FUT6	11
FUT3	10
ENSG00000267709	1
FUT5	2
ENSG00000267740	3
NDUFA11	7
ENSG00000266941	2
ENSG00000267314	1
VMAC	1
ENSG00000267571	1
CAPS	5
RANBP3	30
RANBP3-DT	3
RFX2	24
ENSG00000267262	2
ENSG00000267299	1
ACSBG2	15
MLLT1	3
ENSG00000267563	1
ACER1	1
ENSG00000269802	1
CLPP	7
ALKBH7	3
PSPN	2
GTF2F1	6
ENSG00000269444	1
KHSRP	12
SLC25A41	3
SLC25A23	13
CRB3	4
DENND1C	14
ENSG00000275234	1
TUBB4A	13
ENSG00000268203	1
ENSG00000268191	1
TNFSF9	1
CD70	3
TNFSF14	3
C3	28
ENSG00000276980	1
GPR108	17
TRIP10	13
ENSG00000269680	1
SH2D3A	8
VAV1	10
ADGRE1	8
ENSG00000268845	1
MBD3L2B	2
MBD3L5	1
MBD3L4	1
MBD3L2	1
MBD3L3	3
ZNF557	2
INSR	7
ARHGEF18	7
ARHGEF18-AS1	1
PEX11G	4
TEX45	7
ENSG00000267952	2
ZNF358	2
ENSG00000269371	1
MCOLN1	10
ENSG00000268614	1
PNPLA6	25
CAMSAP3	4
XAB2	4
PET100	7
ENSG00000268400	3
PCP2	2
ENSG00000268204	1
STXBP2	21
RETN	3
MCEMP1	3
ENSG00000269711	1
TRAPPC5	4
FCER2	7
CLEC4G	5
ENSG00000288669	4
CD209	11
CLEC4M	7
EVI5L	7
PRR36	2
ENSG00000268120	1
LRRC8E	6
ENSG00000214248	1
MAP2K7	8
ENSG00000268149	1
TGFBR3L	3
ENSG00000260500	1
SNAPC2	6
CTXN1	1
ENSG00000269139	2
TIMM44	12
ENSG00000286138	6
ELAVL1	5
ENSG00000269813	1
ENSG00000289255	1
ENSG00000267939	1
CCL25	9
FBN3	9
CERS4	16
ENSG00000271717	1
CD320	6
ENSG00000167774	1
NDUFA7	6
RPS28	4
KANK3	4
ANGPTL4	11
RAB11B-AS1	3
RAB11B	5
MARCHF2	8
ENSG00000268931	1
HNRNPM	17
PRAM1	4
ZNF414	9
MYO1F	22
ENSG00000268618	1
ADAMTS10	14
ENSG00000267986	1
NFILZ	6
ACTL9	2
OR2Z1	1
ZNF558	7
ENSG00000269300	1
MBD3L1	2
ENSG00000269400	1
MUC16	5
OR1M1	2
OR7G2	1
OR7G1	1
OR7G3	1
ZNF317	6
OR7D2	3
OR7D4	3
OR7E24	2
ZNF699	3
ENSG00000267510	1
ZNF559	14
ZNF559-ZNF177	17
ZNF177	4
ENSG00000283108	2
ZNF266	8
ENSG00000287275	2
ZNF560	2
ENSG00000267273	1
ENSG00000287960	1
ZNF426	5
ZNF426-DT	3
ZNF121	3
ZNF561	21
ZNF561-AS1	24
ZNF562	8
ENSG00000277587	1
ENSG00000267612	1
ZNF846	12
ENSG00000266950	1
FBXL12	13
UBL5	8
PIN1-DT	1
PIN1	11
OLFM2	5
COL5A3	2
ENSG00000267650	1
RDH8	4
SHFL	11
ENSG00000267387	1
ANGPTL6	4
PPAN-P2RY11	2
PPAN	8
P2RY11	2
EIF3G	15
DNMT1	52
S1PR2	1
MRPL4	11
ENSG00000266978	1
ENSG00000267105	1
ICAM1	5
ENSG00000267607	1
ICAM4	3
ICAM5	5
ZGLP1	3
ENSG00000167807	2
FDX2	7
ENSG00000267303	1
RAVER1	7
ENSG00000274425	1
ICAM3	10
TYK2	21
CDC37	10
PDE4A	9
KEAP1	10
ENSG00000267197	1
S1PR5	3
ATG4D	12
KRI1	16
CDKN2D	2
AP1M2	10
SLC44A2	15
ILF3-DT	1
ILF3	24
QTRT1	12
DNM2	26
TMED1	7
C19orf38	3
CARM1	10
YIPF2	12
TIMM29	3
SMARCA4	52
ENSG00000266936	1
LDLR	14
SPC24	7
KANK2	13
DOCK6	16
ENSG00000267082	1
ENSG00000273733	1
ANGPTL8	4
ENSG00000267174	5
TSPAN16	6
RAB3D	2
ENSG00000267576	1
TMEM205	16
CCDC159	20
PLPPR2	9
ENSG00000267277	1
SWSAP1	2
EPOR	8
RGL3	17
ODAD3	5
PRKCSH	22
ELAVL3	4
ENSG00000267477	1
ZNF653	7
ECSIT	20
CNN1	10
ELOF1	9
ZNF627	6
ACP5	27
ENSG00000197332	2
ZNF823	4
ENSG00000266922	1
ZNF441	3
ENSG00000267646	1
ZNF491	4
ZNF440	6
ENSG00000267089	1
ZNF439	6
ZNF69	3
ZNF700	3
ENSG00000267179	4
ENSG00000267274	1
ZNF763	5
ZNF433-AS1	9
ENSG00000286098	1
ZNF433	10
ENSG00000257355	1
ZNF878	1
ZNF844	3
ENSG00000286132	1
ZNF20	8
ZNF625-ZNF20	2
ZNF625	3
ZNF136	7
ZNF44	8
ZNF563	4
ZNF442	5
ENSG00000268744	1
ZNF799	4
ENSG00000268870	1
ZNF443	2
ENSG00000269755	1
ENSG00000234848	1
ZNF709	3
ENSG00000196826	1
ZNF564	5
ENSG00000269693	1
ENSG00000269560	1
LINC02926	1
ZNF490	4
ZNF791	6
ENSG00000269242	1
MAN2B1	17
ENSG00000269590	1
WDR83	11
ENSG00000285589	1
WDR83OS	3
ENSG00000285583	1
DHPS	22
ENSG00000268945	1
GNG14	2
FBXW9	3
ENSG00000267791	1
TNPO2	18
ENSG00000267004	1
TRIR	5
GET3	3
BEST2	4
HOOK2	25
ENSG00000267212	1
JUNB	1
PRDX2	6
ENSG00000267062	1
THSD8	3
RNASEH2A	6
RTBDN	14
ENSG00000267424	1
MAST1	9
DNASE2	4
ENSG00000267735	1
KLF1	1
GCDH	16
SYCE2	3
FARSA	10
FARSA-AS1	1
CALR	8
ENSG00000267458	1
RAD23A	11
GADD45GIP1	1
DAND5	2
NFIX	17
ENSG00000267417	1
ENSG00000267610	1
LYL1	3
TRMT1	23
NACC1	3
ENSG00000266897	1
ENSG00000267512	1
STX10	11
IER2	3
ENSG00000287296	1
ENSG00000267598	2
CACNA1A	59
YJU2B	12
MRI1	6
ENSG00000267633	3
C19orf53	6
ZSWIM4	3
ENSG00000267582	1
MIR23AHG	1
NANOS3	4
BRME1	8
CC2D1A	16
PODNL1	13
DCAF15	6
RFX1	7
ENSG00000275091	1
RLN3	2
ENSG00000267670	1
IL27RA	1
PALM3	4
MISP3	4
C19orf67	3
SAMD1	3
PRKACA	14
ENSG00000267783	1
ASF1B	5
ADGRL1-AS1	3
ADGRL1	8
ENSG00000287254	1
ENSG00000267723	1
ENSG00000267406	1
LINC01841	2
LINC01842	1
ADGRE5	16
ENSG00000267379	1
DDX39A	21
PKN1	15
ENSG00000267474	1
PTGER1	1
GIPC1	13
DNAJB1	25
TECR	26
NDUFB7	2
CLEC17A	4
ADGRE3	5
ZNF333	10
ADGRE2	13
OR7C1	6
OR7A5	2
OR7A10	1
OR7A17	2
OR7C2	1
SLC1A6	11
CCDC105	1
CASP14	2
OR1I1	2
SYDE1	5
ILVBL	14
ILVBL-AS1	1
NOTCH3	6
ENSG00000269635	1
EPHX3	4
BRD4	13
ENSG00000273218	1
AKAP8	12
ENSG00000268189	2
AKAP8L	39
WIZ	12
RASAL3	7
PGLYRP2	4
CYP4F22	2
ENSG00000266951	1
CYP4F8	12
CYP4F3	9
CYP4F12	17
OR10H2	1
OR10H3	1
ENSG00000268673	1
OR10H5	2
OR10H1	2
ENSG00000288618	1
LINC01764	6
UCA1	45
CYP4F2	8
CYP4F11	5
OR10H4	2
LINC00661	7
LINC00905	38
LINC01855	1
TPM4	35
ENSG00000267373	1
RAB8A	7
ENSG00000269243	2
HSH2D	8
CIB3	4
FAM32A	5
ENSG00000267033	1
ENSG00000287961	1
AP1M1	15
KLF2-DT	2
ENSG00000289333	1
KLF2	2
ENSG00000277825	1
EPS15L1	16
ENSG00000267703	1
ENSG00000289330	1
CALR3	3
ENSG00000141979	1
C19orf44	8
CHERP	7
ENSG00000269399	1
SLC35E1	11
ENSG00000268309	1
ENSG00000269085	1
ENSG00000279529	1
MED26	7
ENSG00000268790	7
ENSG00000269578	1
ENSG00000268087	1
ENSG00000269427	2
SMIM7	21
ENSG00000269044	1
ENSG00000267904	1
TMEM38A	3
NWD1	12
ENSG00000269799	1
SIN3B	12
ENSG00000268743	1
F2RL3	2
CPAMD8	20
ENSG00000268985	1
HAUS8	8
ENSG00000268289	1
MYO9B	20
ENSG00000269066	1
ENSG00000268056	2
ENSG00000269836	1
ENSG00000269480	1
USE1	9
OCEL1	15
NR2F6	2
ENSG00000269095	1
USHBP1	10
BABAM1	18
ENSG00000269307	1
ANKLE1	11
ABHD8	3
MRPL34	6
ENSG00000269815	1
DDA1	5
ANO8	4
GTPBP3	28
PLVAP	3
ENSG00000269350	1
CCDC194	2
BST2	3
BISPR	18
MVB12A	14
ENSG00000269481	1
ENSG00000269053	1
TMEM221	2
ENSG00000269035	1
ENSG00000269736	1
NXNL1	1
SLC27A1	9
PGLS-DT	5
PGLS	6
ENSG00000269161	1
NIBAN3	13
COLGALT1	10
UNC13A	7
ENSG00000269752	1
MAP1S	21
ENSG00000268112	1
FCHO1	36
B3GNT3	4
INSL3	3
JAK3	7
RPL18A	7
SLC5A5	2
CCDC124	4
KCNN1	11
ARRDC2	10
IL12RB1	7
MAST3	6
MAST3-AS1	1
ENSG00000268173	1
PIK3R2	11
IFI30	3
MPV17L2	4
RAB3A	4
ENSG00000268650	3
ENSG00000285188	1
PDE4C	14
ENSG00000284797	3
IQCN	8
JUND	2
LSM4	6
PGPEP1	9
GDF15	5
LRRC25	2
SSBP4	15
ISYNA1	14
ENSG00000268199	1
ELL	6
ENSG00000268938	1
FKBP8	14
ENSG00000269191	1
KXD1	17
ENSG00000268030	1
ENSG00000268983	1
UBA52	14
CRLF1	6
REX1BD	8
TMEM59L	5
KLHL26	6
CRTC1	4
COMP	4
UPF1	13
GDF1	1
CERS1	4
ENSG00000269694	1
COPE	11
ENSG00000268193	2
DDX49	14
HOMER3	12
HOMER3-AS1	1
SUGP2	15
ARMC6	20
SLC25A42	6
ENSG00000288837	1
TMEM161A	15
MEF2B	5
BORCS8-MEF2B	7
BORCS8	9
RFXANK	15
NR2C2AP	7
NCAN	4
ENSG00000267629	1
HAPLN4	2
TM6SF2	5
SUGP1	15
MAU2	16
GATAD2A	13
ENSG00000267234	1
TSSK6	3
NDUFA13	7
ENSG00000258674	2
YJEFN3	3
CILP2	3
PBX4	5
ENSG00000259242	1
LPAR2	9
GMIP	8
ATP13A1	15
ZNF101	8
ZNF14	1
ENSG00000286080	1
LINC00663	9
ENSG00000287533	1
ENSG00000267581	1
ZNF506	12
ENSG00000267481	1
ZNF253	4
ENSG00000267565	1
ZNF93	9
ZNF682	13
ZNF90	6
ENSG00000267383	10
ZNF486	2
ENSG00000269043	2
ZNF737	5
ENSG00000269110	1
ENSG00000268560	1
ZNF626	3
ENSG00000288815	1
ENSG00000268416	1
ZNF66	3
ZNF85	14
ENSG00000268326	1
ENSG00000289297	1
ZNF430	6
ZNF714	10
ZNF431	7
ZNF708	4
ZNF738	6
ZNF493	9
ENSG00000269237	1
ENSG00000268119	8
LINC00664	3
ZNF429	8
ENSG00000268081	3
ENSG00000268555	3
ENSG00000268240	2
ZNF100	5
ENSG00000268184	2
ZNF43	12
ZNF208	6
ENSG00000269504	13
ZNF257	8
ZNF676	3
ENSG00000267872	1
ENSG00000268597	1
ZNF729	1
ZNF98	5
ENSG00000269796	1
ENSG00000270947	1
ENSG00000286157	1
ENSG00000260599	1
LINC01233	3
ENSG00000268823	1
LINC01785	6
ZNF492	1
ENSG00000268981	2
ZNF99	1
ZNF723	1
ENSG00000268296	2
ZNF728	2
LINC01859	14
LINC01858	5
ENSG00000269543	2
ENSG00000267886	2
ZNF730	3
ZNF724	3
ENSG00000283201	1
ENSG00000269107	1
ENSG00000284428	11
ZNF91	12
ENSG00000267934	1
LINC01224	12
ZNF675	9
ZNF681	3
RPSAP58	13
ENSG00000267924	1
ENSG00000287399	1
ZNF726	5
ENSG00000269289	2
ENSG00000269397	1
ENSG00000268362	38
ZNF254	8
ENSG00000276030	1
ERVK-28	3
LINC00662	80
ENSG00000261770	1
ENSG00000267575	37
ENSG00000281468	1
ENSG00000266977	2
ENSG00000267509	2
ENSG00000266928	1
ENSG00000267320	3
ENSG00000267238	1
ENSG00000260725	1
ENSG00000283403	1
ENSG00000267243	4
ENSG00000266893	1
ENSG00000267423	1
ENSG00000267537	1
ENSG00000266976	3
ENSG00000267617	3
LINC00906	25
ENSG00000267683	1
ENSG00000267027	1
ENSG00000267240	1
LINC01532	9
ENSG00000288017	1
UQCRFS1	1
UQCRFS1-DT	2
ENSG00000276251	1
ENSG00000276631	1
ENSG00000287272	2
VSTM2B-DT	5
ENSG00000267574	1
ENSG00000266248	1
VSTM2B	1
POP4	13
PLEKHF1	4
C19orf12	8
ENSG00000289030	1
ENSG00000286867	1
CCNE1	7
ENSG00000286538	1
URI1	13
ENSG00000267006	1
ENSG00000287859	2
ENSG00000288072	1
ENSG00000267223	1
ZNF536	5
ENSG00000289187	1
ENSG00000267760	1
ENSG00000267081	1
LINC01834	1
ENSG00000267378	1
ENSG00000284430	1
TSHZ3	4
LINC01791	16
TSHZ3-AS1	1
ENSG00000267636	1
ENSG00000267599	1
LINC02841	2
ENSG00000261400	1
THEG5	39
LINC01837	30
LINC01533	16
LINC01782	1
ENSG00000267133	6
ENSG00000286041	1
ENSG00000288790	3
ZNF507	5
DPY19L3-DT	1
DPY19L3	12
PDCD5	8
ANKRD27	9
ENSG00000267557	1
RGS9BP	1
NUDT19-DT	1
NUDT19	1
ENSG00000267567	1
TDRD12	6
SLC7A9	6
ENSG00000267555	1
CEP89	9
FAAP24	6
RHPN2	7
GPATCH1	4
WDR88	3
ENSG00000289378	1
LRP3	4
ENSG00000267054	1
ENSG00000273420	1
SLC7A10	5
ENSG00000267714	3
ENSG00000270212	1
ENSG00000267580	1
CEBPA	1
ENSG00000267727	1
CEBPA-DT	1
ENSG00000267130	1
CEBPG	3
PEPD	14
ENSG00000266985	1
CHST8	6
KCTD15	13
ENSG00000289539	1
SUNO1	1
ENSG00000287526	1
LSM14A	8
GARRE1	7
ENSG00000267219	1
GPI	21
ENSG00000266953	2
PDCD2L	5
ENSG00000267024	1
UBA2	10
WTIP	2
SCGB1B2P	5
SCGB2B2	3
ENSG00000268683	1
ZNF302	14
ENSG00000274104	1
ZNF181	7
ZNF599	6
LINC01801	4
ENSG00000261754	1
ENSG00000269086	13
ENSG00000271109	8
LINC00904	14
LINC01838	1
ZNF30-AS1	1
ZNF30	6
ZNF792	2
GRAMD1A	15
GRAMD1A-AS1	1
ENSG00000271032	1
SCN1B	10
HPN	11
HPN-AS1	4
ENSG00000179066	5
ENSG00000285526	1
FXYD3	14
LGI4	9
FXYD1	11
ENSG00000221857	2
FXYD7	4
FXYD5	13
FAM187B	1
LSR	14
ENSG00000271366	1
ENSG00000268947	1
ENSG00000288942	1
USF2	16
HAMP	3
MAG	8
CD22	34
ENSG00000269553	1
FFAR1	1
FFAR3	2
GPR42	2
LINC01531	7
ENSG00000233214	1
ENSG00000232680	1
ENSG00000288731	1
ENSG00000289246	1
FFAR2	3
KRTDAP	3
DMKN	68
SBSN	3
GAPDHS	3
TMEM147-AS1	10
TMEM147	9
ATP4A	4
ENSG00000283907	1
PMIS2	2
LINC01766	11
HAUS5-DT	1
HAUS5	9
RBM42	7
ETV2	6
COX6B1	5
UPK1A	2
UPK1A-AS1	1
ZBTB32	6
KMT2B	29
IGFLR1	11
ENSG00000267120	1
U2AF1L4	21
PSENEN	3
ENSG00000188223	1
ENSG00000267439	2
LIN37	9
ENSG00000267328	1
HSPB6	3
PROSER3	21
ENSG00000267049	1
ARHGAP33	12
PRODH2	7
NPHS1	5
KIRREL2	5
APLP1	12
NFKBID	11
HCST	2
TYROBP	9
LRFN3	4
ENSG00000267786	1
ENSG00000267388	1
SDHAF1	1
SYNE4	7
ENSG00000248101	1
ALKBH6	19
ENSG00000267698	2
CLIP3	6
THAP8	4
WDR62	40
OVOL3	2
POLR2I	7
TBCB	15
CAPNS1	17
ENSG00000270760	1
COX7A1	4
ZNF565	7
ZNF146	5
LINC00665	33
ENSG00000267053	10
ZFP14	2
ENSG00000266973	1
ENSG00000267363	1
ZFP82	3
ZNF566	11
ZNF566-AS1	1
ZNF260	5
ENSG00000228629	1
ZNF529	9
ZNF529-AS1	7
ZNF382	9
ZNF461	13
ENSG00000276071	1
ZNF567-DT	6
ZNF567	8
ZNF850	3
ENSG00000267260	5
ENSG00000267353	1
ZNF790-AS1	9
ZNF790	8
ZNF345	15
ZNF829	3
ZNF568	15
ZNF420	9
ENSG00000267345	1
ENSG00000267672	1
ENSG00000267360	3
ZNF585A	6
ENSG00000267437	1
ZNF585B	9
ZNF383	9
ENSG00000267605	10
LINC01535	13
ENSG00000286449	1
ZNF875	28
ENSG00000276846	1
ENSG00000267682	1
ZNF527	7
ZNF569	8
ZNF570	7
ZNF793-AS1	5
ENSG00000267115	1
ZNF793	9
ENSG00000180458	1
ZNF571-AS1	13
ZNF540	10
ZNF571	6
ZFP30	12
ZNF781	4
ENSG00000267552	3
ZNF607	5
ENSG00000267152	1
ENSG00000287496	1
ZNF573	17
WDR87	3
SIPA1L3	12
